question_num,search_query,url,Question,Options,Correct answer,Image URLs,Comments
125,examtopics databricks data engineer professional certification question 125,https://www.examtopics.com/discussions/databricks/view/141740-exam-certified-data-engineer-professional-topic-1-question/,"The data science team has created and logged a production model using MLflow. The model accepts a list of column names and returns a new column of type DOUBLE.The following code correctly imports the production model, loads the customers table containing the customer_id key column into a DataFrame, and defines the feature columns needed for the model.Which code block will output a DataFrame with the schema ""customer_id LONG, predictions DOUBLE""?","['A.df.map(lambda x:model(x[columns])).select(""customer_id, predictions"")', 'B.df.select(""customer_id"",model(*columns).alias(""predictions""))', 'C.model.predict(df, columns)', 'D.df.apply(model, columns).select(""customer_id, predictions"")']","['B.df.select(""customer_id"",model(*columns).alias(""predictions""))']",['https://img.examtopics.com/certified-data-engineer-professional/image54.png'],
126,examtopics databricks data engineer professional certification question 126,https://www.examtopics.com/discussions/databricks/view/142366-exam-certified-data-engineer-professional-topic-1-question/,"A junior member of the data engineering team is exploring the language interoperability of Databricks notebooks. The intended outcome of the below code is to register a view of all sales that occurred in countries on the continent of Africa that appear in the geo_lookup table.Before executing the code, running SHOW TABLES on the current database indicates the database contains only two tables: geo_lookup and sales.What will be the outcome of executing these command cells m order m an interactive notebook?","['A.Both commands will succeed. Executing SHOW TABLES will show that countries_af and sales_af have been registered as views.', 'B.Cmd 1 will succeed. Cmd 2 will search all accessible databases for a table or view named countries_af: if this entity exists, Cmd 2 will succeed.', 'C.Cmd 1 will succeed and Cmd 2 will fail. countries_af will be a Python variable representing a PySpark DataFrame.', 'D.Cmd 1 will succeed and Cmd 2 will fail. countries_af will be a Python variable containing a list of strings.']",['D.Cmd 1 will succeed and Cmd 2 will fail. countries_af will be a Python variable containing a list of strings.'],['https://img.examtopics.com/certified-data-engineer-professional/image55.png'],
127,examtopics databricks data engineer professional certification question 127,https://www.examtopics.com/discussions/databricks/view/149833-exam-certified-data-engineer-professional-topic-1-question/,"The data science team has requested assistance in accelerating queries on free-form text from user reviews. The data is currently stored in Parquet with the below schema:item_id INT, user_id INT, review_id INT, rating FLOAT, review STRINGThe review column contains the full text of the review left by the user. Specifically, the data science team is looking to identify if any of 30 key words exist in this field.A junior data engineer suggests converting this data to Delta Lake will improve query performance.Which response to the junior data engineer’s suggestion is correct?","['A.Delta Lake statistics are not optimized for free text fields with high cardinality.', 'B.Delta Lake statistics are only collected on the first 4 columns in a table.', 'C.ZORDER ON review will need to be run to see performance gains.', 'D.The Delta log creates a term matrix for free text fields to support selective filtering.']",['A.Delta Lake statistics are not optimized for free text fields with high cardinality.'],[],
128,examtopics databricks data engineer professional certification question 128,https://www.examtopics.com/discussions/databricks/view/142967-exam-certified-data-engineer-professional-topic-1-question/,"The data engineering team has configured a job to process customer requests to be forgotten (have their data deleted). All user data that needs to be deleted is stored in Delta Lake tables using default table settings.The team has decided to process all deletions from the previous week as a batch job at 1am each Sunday. The total duration of this job is less than one hour. Every Monday at 3am, a batch job executes a series of VACUUM commands on all Delta Lake tables throughout the organization.The compliance officer has recently learned about Delta Lake's time travel functionality. They are concerned that this might allow continued access to deleted data.Assuming all delete logic is correctly implemented, which statement correctly addresses this concern?","['A.Because the VACUUM command permanently deletes all files containing deleted records, deleted records may be accessible with time travel for around 24 hours.', 'B.Because the default data retention threshold is 24 hours, data files containing deleted records will be retained until the VACUUM job is run the following day.', 'C.Because the default data retention threshold is 7 days, data files containing deleted records will be retained until the VACUUM job is run 8 days later.', ""D.Because Delta Lake's delete statements have ACID guarantees, deleted records will be permanently purged from all storage systems as soon as a delete job completes.""]","['C.Because the default data retention threshold is 7 days, data files containing deleted records will be retained until the VACUUM job is run 8 days later.']",[],
129,examtopics databricks data engineer professional certification question 129,https://www.examtopics.com/discussions/databricks/view/144256-exam-certified-data-engineer-professional-topic-1-question/,"Assuming that the Databricks CLI has been installed and configured correctly, which Databricks CLI command can be used to upload a custom Python Wheel to object storage mounted with the DBFS for use with a production job?","['A.configure', 'B.fs', 'C.workspace', 'D.libraries']",['B.fs'],[],
130,examtopics databricks data engineer professional certification question 130,https://www.examtopics.com/discussions/databricks/view/141552-exam-certified-data-engineer-professional-topic-1-question/,"The following table consists of items found in user carts within an e-commerce website.The following MERGE statement is used to update this table using an updates view, with schema evolution enabled on this table.How would the following update be handled?","['A.The update throws an error because changes to existing columns in the target schema are not supported.', 'B.The new nested Field is added to the target schema, and dynamically read as NULL for existing unmatched records.', 'C.The update is moved to a separate ""rescued"" column because it is missing a column expected in the target schema.', 'D.The new nested field is added to the target schema, and files underlying existing records are updated to include NULL values for the new field.']","['B.The new nested Field is added to the target schema, and dynamically read as NULL for existing unmatched records.']","['https://img.examtopics.com/certified-data-engineer-professional/image56.png', 'https://img.examtopics.com/certified-data-engineer-professional/image57.png', 'https://img.examtopics.com/certified-data-engineer-professional/image58.png']",
131,examtopics databricks data engineer professional certification question 131,https://www.examtopics.com/discussions/databricks/view/146476-exam-certified-data-engineer-associate-topic-1-question-131/,A data engineer has been using a Databricks SQL dashboard to monitor the cleanliness of the input data to an ELT job. The ELT job has its Databricks SQL query that returns the number of input records containing unexpected NULL values. The data engineer wants their entire team to be notified via a messaging webhook whenever this value reaches 100.Which approach can the data engineer use to notify their entire team via a messaging webhook whenever the number of NULL values reaches 100?,"['A.They can set up an Alert with a custom template.', 'B.They can set up an Alert with a new email alert destination.', 'C.They can set up an Alert with a new webhook alert destination.', 'D.They can set up an Alert with one-time notifications.']",['C.They can set up an Alert with a new webhook alert destination.'],[],
132,examtopics databricks data engineer professional certification question 132,https://www.examtopics.com/discussions/databricks/view/141744-exam-certified-data-engineer-professional-topic-1-question/,"An hourly batch job is configured to ingest data files from a cloud object storage container where each batch represent all records produced by the source system in a given hour. The batch job to process these records into the Lakehouse is sufficiently delayed to ensure no late-arriving data is missed. The user_id field represents a unique key for the data, which has the following schema:user_id BIGINT, username STRING, user_utc STRING, user_region STRING, last_login BIGINT, auto_pay BOOLEAN, last_updated BIGINTNew records are all ingested into a table named account_history which maintains a full record of all data in the same schema as the source. The next table in the system is named account_current and is implemented as a Type 1 table representing the most recent value for each unique user_id.Which implementation can be used to efficiently update the described account_current table as part of each hourly batch job assuming there are millions of user accounts and tens of thousands of records processed hourly?","['A.Filter records in account_history using the last_updated field and the most recent hour processed, making sure to deduplicate on username; write a merge statement to update or insert the most recent value for each username.', 'B.Use Auto Loader to subscribe to new files in the account_history directory; configure a Structured Streaming trigger available job to batch update newly detected files into the account_current table.', 'C.Overwrite the account_current table with each batch using the results of a query against the account_history table grouping by user_id and filtering for the max value of last_updated.', 'D.Filter records in account_history using the last_updated field and the most recent hour processed, as well as the max last_login by user_id write a merge statement to update or insert the most recent value for each user_id.']","['D.Filter records in account_history using the last_updated field and the most recent hour processed, as well as the max last_login by user_id write a merge statement to update or insert the most recent value for each user_id.']",[],
133,examtopics databricks data engineer professional certification question 133,https://www.examtopics.com/discussions/databricks/view/141553-exam-certified-data-engineer-professional-topic-1-question/,"The business intelligence team has a dashboard configured to track various summary metrics for retail stores. This includes total sales for the previous day alongside totals and averages for a variety of time periods. The fields required to populate this dashboard have the following schema:For demand forecasting, the Lakehouse contains a validated table of all itemized sales updated incrementally in near real-time. This table, named products_per_order, includes the following fields:Because reporting on long-term sales trends is less volatile, analysts using the new dashboard only require data to be refreshed once daily. Because the dashboard will be queried interactively by many users throughout a normal business day, it should return results quickly and reduce total compute associated with each materialization.Which solution meets the expectations of the end users while controlling and limiting possible costs?","['A.Populate the dashboard by configuring a nightly batch job to save the required values as a table overwritten with each update.', 'B.Use Structured Streaming to configure a live dashboard against the products_per_order table within a Databricks notebook.', 'C.Define a view against the products_per_order table and define the dashboard against this view.', 'D.Use the Delta Cache to persist the products_per_order table in memory to quickly update the dashboard with each query.']",['A.Populate the dashboard by configuring a nightly batch job to save the required values as a table overwritten with each update.'],"['https://img.examtopics.com/certified-data-engineer-professional/image59.png', 'https://img.examtopics.com/certified-data-engineer-professional/image60.png']",
134,examtopics databricks data engineer professional certification question 134,https://www.examtopics.com/discussions/databricks/view/149836-exam-certified-data-engineer-professional-topic-1-question/,"A Delta lake table with CDF enabled table in the Lakehouse named customer_churn_params is used in churn prediction by the machine learning team. The table contains information about customers derived from a number of upstream sources. Currently, the data engineering team populates this table nightly by overwriting the table with the current valid values derived from upstream data sources.The churn prediction model used by the ML team is fairly stable in production. The team is only interested in making predictions on records that have changed in the past 24 hours.Which approach would simplify the identification of these changed records?","['A.Apply the churn model to all rows in the customer_churn_params table, but implement logic to perform an upsert into the predictions table that ignores rows where predictions have not changed.', 'B.Convert the batch job to a Structured Streaming job using the complete output mode; configure a Structured Streaming job to read from the customer_churn_params table and incrementally predict against the churn model.', 'C.Replace the current overwrite logic with a merge statement to modify only those records that have changed; write logic to make predictions on the changed records identified by the change data feed.', 'D.Modify the overwrite logic to include a field populated by calling spark.sql.functions.current_timestamp() as data are being written; use this field to identify records written on a particular date.']",['C.Replace the current overwrite logic with a merge statement to modify only those records that have changed; write logic to make predictions on the changed records identified by the change data feed.'],[],
135,examtopics databricks data engineer professional certification question 135,https://www.examtopics.com/discussions/databricks/view/141585-exam-certified-data-engineer-professional-topic-1-question/,A view is registered with the following code:Both users and orders are Delta Lake tables.Which statement describes the results of querying recent_orders?,"['A.All logic will execute when the view is defined and store the result of joining tables to the DBFS; this stored data will be returned when the view is queried.', 'B.Results will be computed and cached when the view is defined; these cached results will incrementally update as new records are inserted into source tables.', 'C.All logic will execute at query time and return the result of joining the valid versions of the source tables at the time the query finishes.', 'D.All logic will execute at query time and return the result of joining the valid versions of the source tables at the time the query began.']",['D.All logic will execute at query time and return the result of joining the valid versions of the source tables at the time the query began.'],['https://img.examtopics.com/certified-data-engineer-professional/image61.png'],
136,examtopics databricks data engineer professional certification question 136,https://www.examtopics.com/discussions/databricks/view/141745-exam-certified-data-engineer-professional-topic-1-question/,"A data ingestion task requires a one-TB JSON dataset to be written out to Parquet with a target part-file size of 512 MB. Because Parquet is being used instead of Delta Lake, built-in file-sizing features such as Auto-Optimize & Auto-Compaction cannot be used.Which strategy will yield the best performance without shuffling data?","['A.Set spark.sql.files.maxPartitionBytes to 512 MB, ingest the data, execute the narrow transformations, and then write to parquet.', 'B.Set spark.sql.shuffle.partitions to 2,048 partitions (1TB*1024*1024/512), ingest the data, execute the narrow transformations, optimize the data by sorting it (which automatically repartitions the data), and then write to parquet.', 'C.Set spark.sql.adaptive.advisoryPartitionSizeInBytes to 512 MB bytes, ingest the data, execute the narrow transformations, coalesce to 2,048 partitions (1TB*1024*1024/512), and then write to parquet.', 'D.Ingest the data, execute the narrow transformations, repartition to 2,048 partitions (1TB* 1024*1024/512), and then write to parquet.']","['A.Set spark.sql.files.maxPartitionBytes to 512 MB, ingest the data, execute the narrow transformations, and then write to parquet.']",[],
137,examtopics databricks data engineer professional certification question 137,https://www.examtopics.com/discussions/databricks/view/149798-exam-certified-data-engineer-associate-topic-1-question-137/,Identify how the count_if function and the count where x is null can be usedConsider a table random_values with below data.What would be the output of below query?select count_if(col > 1) as count_a. count(*) as count_b.count(col1) as count_c from random_values col1012NULL -23,"['A.3 6 5', 'B.4 6 5', 'C.3 6 6', 'D.4 6 6']",['A.3 6 5'],[],
138,examtopics databricks data engineer professional certification question 138,https://www.examtopics.com/discussions/databricks/view/149854-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer has been asked to develop a streaming data pipeline with a grouped aggregation using DataFrame df. The pipeline needs to calculate the average humidity and average temperature for each non-overlapping five-minute interval. Events are recorded once per minute per device.Streaming DataFrame df has the following schema:""device_id INT, event_time TIMESTAMP, temp FLOAT, humidity FLOAT""Code block:Which line of code correctly fills in the blank within the code block to complete this task?","['A.to_interval(""event_time"", ""5 minutes"").alias(""time"")', 'B.window(""event_time"", ""5 minutes"").alias(""time"")', 'C.""event_time""', 'D.lag(""event_time"", ""10 minutes"").alias(""time"")']","['B.window(""event_time"", ""5 minutes"").alias(""time"")']",['https://img.examtopics.com/certified-data-engineer-professional/image62.png'],
139,examtopics databricks data engineer professional certification question 139,https://www.examtopics.com/discussions/databricks/view/142392-exam-certified-data-engineer-professional-topic-1-question/,"A Structured Streaming job deployed to production has been resulting in higher than expected cloud storage costs. At present, during normal execution, each microbatch of data is processed in less than 3s; at least 12 times per minute, a microbatch is processed that contains 0 records. The streaming write was configured using the default trigger settings. The production job is currently scheduled alongside many other Databricks jobs in a workspace with instance pools provisioned to reduce start-up time for jobs with batch execution.Holding all other variables constant and assuming records need to be processed in less than 10 minutes, which adjustment will meet the requirement?","['A.Set the trigger interval to 3 seconds; the default trigger interval is consuming too many records per batch, resulting in spill to disk that can increase volume costs.', 'B.Use the trigger once option and configure a Databricks job to execute the query every 10 minutes; this approach minimizes costs for both compute and storage.', 'C.Set the trigger interval to 10 minutes; each batch calls APIs in the source storage account, so decreasing trigger frequency to maximum allowable threshold should minimize this cost.', 'D.Set the trigger interval to 500 milliseconds; setting a small but non-zero trigger interval ensures that the source is not queried too frequently.']","['C.Set the trigger interval to 10 minutes; each batch calls APIs in the source storage account, so decreasing trigger frequency to maximum allowable threshold should minimize this cost.']",[],
140,examtopics databricks data engineer professional certification question 140,https://www.examtopics.com/discussions/databricks/view/144257-exam-certified-data-engineer-professional-topic-1-question/,Which statement describes Delta Lake optimized writes?,"['A.Before a Jobs cluster terminates, OPTIMIZE is executed on all tables modified during the most recent job.', 'B.An asynchronous job runs after the write completes to detect if files could be further compacted; if yes, an OPTIMIZE job is executed toward a default of 1 GB.', 'C.A shuffle occurs prior to writing to try to group similar data together resulting in fewer files instead of each executor writing multiple files based on directory partitions.', 'D.Optimized writes use logical partitions instead of directory partitions; because partition boundaries are only represented in metadata, fewer small files are written.']",['C.A shuffle occurs prior to writing to try to group similar data together resulting in fewer files instead of each executor writing multiple files based on directory partitions.'],[],
141,examtopics databricks data engineer professional certification question 141,https://www.examtopics.com/discussions/databricks/view/144258-exam-certified-data-engineer-professional-topic-1-question/,Which statement characterizes the general programming model used by Spark Structured Streaming?,"['A.Structured Streaming leverages the parallel processing of GPUs to achieve highly parallel data throughput.', 'B.Structured Streaming is implemented as a messaging bus and is derived from Apache Kafka.', 'C.Structured Streaming relies on a distributed network of nodes that hold incremental state values for cached stages.', 'D.Structured Streaming models new data arriving in a data stream as new rows appended to an unbounded table.']",['D.Structured Streaming models new data arriving in a data stream as new rows appended to an unbounded table.'],[],
142,examtopics databricks data engineer professional certification question 142,https://www.examtopics.com/discussions/databricks/view/144259-exam-certified-data-engineer-professional-topic-1-question/,Which configuration parameter directly affects the size of a spark-partition upon ingestion of data into Spark?,"['A.spark.sql.files.maxPartitionBytes', 'B.spark.sql.autoBroadcastJoinThreshold', 'C.spark.sql.adaptive.advisoryPartitionSizeInBytes', 'D.spark.sql.adaptive.coalescePartitions.minPartitionNum']",['A.spark.sql.files.maxPartitionBytes'],[],
143,examtopics databricks data engineer professional certification question 143,https://www.examtopics.com/discussions/databricks/view/144260-exam-certified-data-engineer-professional-topic-1-question/,"A Spark job is taking longer than expected. Using the Spark UI, a data engineer notes that the Min, Median, and Max Durations for tasks in a particular stage show the minimum and median time to complete a task as roughly the same, but the max duration for a task to be roughly 100 times as long as the minimum.Which situation is causing increased duration of the overall job?","['A.Task queueing resulting from improper thread pool assignment.', 'B.Spill resulting from attached volume storage being too small.', 'C.Network latency due to some cluster nodes being in different regions from the source data', 'D.Skew caused by more data being assigned to a subset of spark-partitions.']",['D.Skew caused by more data being assigned to a subset of spark-partitions.'],[],
144,examtopics databricks data engineer professional certification question 144,https://www.examtopics.com/discussions/databricks/view/149859-exam-certified-data-engineer-professional-topic-1-question/,"Each configuration below is identical to the extent that each cluster has 400 GB total of RAM, 160 total cores and only one Executor per VM.Given an extremely long-running job for which completion must be guaranteed, which cluster configuration will be able to guarantee completion of the job in light of one or more VM failures?","['A.• Total VMs: 8• 50 GB per Executor• 20 Cores / Executor', 'B.• Total VMs: 16• 25 GB per Executor• 10 Cores / Executor', 'C.• Total VMs: 1• 400 GB per Executor• 160 Cores/Executor', 'D.• Total VMs: 4• 100 GB per Executor• 40 Cores / Executor']",['B.• Total VMs: 16• 25 GB per Executor• 10 Cores / Executor'],[],
145,examtopics databricks data engineer professional certification question 145,https://www.examtopics.com/discussions/databricks/view/146974-exam-certified-data-engineer-professional-topic-1-question/,"A task orchestrator has been configured to run two hourly tasks. First, an outside system writes Parquet data to a directory mounted at /mnt/raw_orders/. After this data is written, a Databricks job containing the following code is executed:Assume that the fields customer_id and order_id serve as a composite key to uniquely identify each order, and that the time field indicates when the record was queued in the source system.If the upstream system is known to occasionally enqueue duplicate entries for a single order hours apart, which statement is correct?","['A.Duplicate records enqueued more than 2 hours apart may be retained and the orders table may contain duplicate records with the same customer_id and order_id.', 'B.All records will be held in the state store for 2 hours before being deduplicated and committed to the orders table.', 'C.The orders table will contain only the most recent 2 hours of records and no duplicates will be present.', 'D.The orders table will not contain duplicates, but records arriving more than 2 hours late will be ignored and missing from the table.']",['A.Duplicate records enqueued more than 2 hours apart may be retained and the orders table may contain duplicate records with the same customer_id and order_id.'],['https://img.examtopics.com/certified-data-engineer-professional/image63.png'],
146,examtopics databricks data engineer professional certification question 146,https://www.examtopics.com/discussions/databricks/view/149865-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer is configuring a pipeline that will potentially see late-arriving, duplicate records.In addition to de-duplicating records within the batch, which of the following approaches allows the data engineer to deduplicate data against previously processed records as it is inserted into a Delta table?","['A.Rely on Delta Lake schema enforcement to prevent duplicate records.', 'B.VACUUM the Delta table after each batch completes.', 'C.Perform an insert-only merge with a matching condition on a unique key.', 'D.Perform a full outer join on a unique key and overwrite existing data.']",['C.Perform an insert-only merge with a matching condition on a unique key.'],[],
147,examtopics databricks data engineer professional certification question 147,https://www.examtopics.com/discussions/databricks/view/147917-exam-certified-data-engineer-professional-topic-1-question/,A junior data engineer seeks to leverage Delta Lake's Change Data Feed functionality to create a Type 1 table representing all of the values that have ever been valid for all rows in a bronze table created with the property delta.enableChangeDataFeed = true. They plan to execute the following code as a daily job:Which statement describes the execution and results of running the above query multiple times?,"['A.Each time the job is executed, newly updated records will be merged into the target table, overwriting previous values with the same primary keys.', 'B.Each time the job is executed, the entire available history of inserted or updated records will be appended to the target table, resulting in many duplicate entries.', 'C.Each time the job is executed, only those records that have been inserted or updated since the last execution will be appended to the target table, giving the desired result.', 'D.Each time the job is executed, the differences between the original and current versions are calculated; this may result in duplicate entries for some records.']","['B.Each time the job is executed, the entire available history of inserted or updated records will be appended to the target table, resulting in many duplicate entries.']",['https://img.examtopics.com/certified-data-engineer-professional/image64.png'],
148,examtopics databricks data engineer professional certification question 148,https://www.examtopics.com/discussions/databricks/view/141556-exam-certified-data-engineer-professional-topic-1-question/,"A DLT pipeline includes the following streaming tables:•	raw_iot ingests raw device measurement data from a heart rate tracking device.•	bpm_stats incrementally computes user statistics based on BPM measurements from raw_iot.How can the data engineer configure this pipeline to be able to retain manually deleted or updated records in the raw_iot table, while recomputing the downstream table bpm_stats table when a pipeline update is run?","['A.Set the pipelines.reset.allowed property to false on raw_iot', 'B.Set the skipChangeCommits flag to true on raw_iot', 'C.Set the pipelines.reset.allowed property to false on bpm_stats', 'D.Set the skipChangeCommits flag to true on bpm_stats']",['A.Set the pipelines.reset.allowed property to false on raw_iot'],[],
149,examtopics databricks data engineer professional certification question 149,https://www.examtopics.com/discussions/databricks/view/149871-exam-certified-data-engineer-professional-topic-1-question/,"A data pipeline uses Structured Streaming to ingest data from Apache Kafka to Delta Lake. Data is being stored in a bronze table, and includes the Kafka-generated timestamp, key, and value. Three months after the pipeline is deployed, the data engineering team has noticed some latency issues during certain times of the day.A senior data engineer updates the Delta Table's schema and ingestion logic to include the current timestamp (as recorded by Apache Spark) as well as the Kafka topic and partition. The team plans to use these additional metadata fields to diagnose the transient processing delays.Which limitation will the team face while diagnosing this problem?","['A.New fields will not be computed for historic records.', 'B.Spark cannot capture the topic and partition fields from a Kafka source.', 'C.Updating the table schema requires a default value provided for each field added.', 'D.Updating the table schema will invalidate the Delta transaction log metadata.']",['A.New fields will not be computed for historic records.'],[],
150,examtopics databricks data engineer professional certification question 150,https://www.examtopics.com/discussions/databricks/view/141557-exam-certified-data-engineer-professional-topic-1-question/,A nightly job ingests data into a Delta Lake table using the following code:The next step in the pipeline requires a function that returns an object that can be used to manipulate new records that have not yet been processed to the next table in the pipeline.Which code snippet completes this function definition?def new_records():,"['A.return spark.readStream.table(""bronze"")', 'B.return spark.read.option(""readChangeFeed"", ""true"").table (""bronze"")', 'C.', 'D.']","['A.return spark.readStream.table(""bronze"")']",['https://img.examtopics.com/certified-data-engineer-professional/image65.png'],
